shipment_id,ontime_status,infull_status,otif_status
SH-2026-006200,Ontime,Infull,OTIF
SH-2026-006201,Ontime,Infull,OTIF
SH-2026-006202,Ontime,Infull,OTIF
SH-2026-006203,Ontime,Infull,OTIF
SH-2026-006204,Ontime,Infull,OTIF
SH-2026-006205,Ontime,Infull,OTIF
SH-2026-006206,Ontime,Infull,OTIF
SH-2026-006207,Ontime,Infull,OTIF
SH-2026-006208,Ontime,Infull,OTIF
SH-2026-006209,Ontime,Infull,OTIF
SH-2026-006210,Ontime,Infull,OTIF
SH-2026-006211,Ontime,Infull,OTIF
SH-2026-006212,Ontime,Infull,OTIF
SH-2026-006213,Ontime,Infull,OTIF
SH-2026-006214,Ontime,Infull,OTIF
SH-2026-006215,Ontime,Infull,OTIF
SH-2026-006216,Ontime,Infull,OTIF
SH-2026-006217,Ontime,Infull,OTIF
SH-2026-006218,Ontime,Infull,OTIF
SH-2026-006219,Ontime,Infull,OTIF
SH-2026-006220,Ontime,Infull,OTIF
SH-2026-006221,Ontime,Infull,OTIF
SH-2026-006222,Ontime,Infull,OTIF
SH-2026-006223,Ontime,Infull,OTIF
SH-2026-006224,Ontime,Infull,OTIF
SH-2026-006225,Ontime,Infull,OTIF
SH-2026-006226,Ontime,Infull,OTIF
SH-2026-006227,Ontime,Infull,OTIF
SH-2026-006228,Ontime,Infull,OTIF
SH-2026-006229,Ontime,Infull,OTIF
SH-2026-006230,Ontime,Infull,OTIF
SH-2026-006231,Ontime,Infull,OTIF
SH-2026-006232,Ontime,Infull,OTIF
SH-2026-006233,Ontime,Infull,OTIF
SH-2026-006234,Ontime,Infull,OTIF
SH-2026-006235,Ontime,Infull,OTIF
SH-2026-006236,Ontime,Infull,OTIF
SH-2026-006237,Ontime,Infull,OTIF
SH-2026-006238,Ontime,Infull,OTIF
SH-2026-006239,Ontime,Infull,OTIF
SH-2026-006240,Ontime,Infull,OTIF
SH-2026-006241,Ontime,Infull,OTIF
SH-2026-006242,Ontime,Infull,OTIF
SH-2026-006243,Ontime,Infull,OTIF
SH-2026-006244,Ontime,Infull,OTIF
SH-2026-006245,Ontime,Infull,OTIF
SH-2026-006246,Ontime,Infull,OTIF
SH-2026-006247,Ontime,Infull,OTIF
SH-2026-006248,Ontime,Infull,OTIF
SH-2026-006249,Ontime,Infull,OTIF
SH-2026-006250,Ontime,Infull,OTIF
SH-2026-006251,Ontime,Infull,OTIF
SH-2026-006252,Ontime,Infull,OTIF
SH-2026-006253,Ontime,Infull,OTIF
SH-2026-006254,Ontime,Infull,OTIF
SH-2026-006255,Ontime,Infull,OTIF
SH-2026-006256,Ontime,Infull,OTIF
SH-2026-006257,Ontime,Infull,OTIF
SH-2026-006258,Ontime,Infull,OTIF
SH-2026-006259,Ontime,Infull,OTIF
SH-2026-006260,Ontime,Infull,OTIF
SH-2026-006261,Ontime,Infull,OTIF
SH-2026-006262,Ontime,Infull,OTIF
SH-2026-006263,Ontime,Infull,OTIF
SH-2026-006264,Ontime,Infull,OTIF
SH-2026-006265,Ontime,Infull,OTIF
SH-2026-006266,Ontime,Infull,OTIF
SH-2026-006267,Ontime,Infull,OTIF
SH-2026-006268,Ontime,Infull,OTIF
SH-2026-006269,Ontime,Infull,OTIF
SH-2026-006270,Ontime,Infull,OTIF
SH-2026-006271,Ontime,Infull,OTIF
SH-2026-006272,Ontime,Infull,OTIF
SH-2026-006273,Ontime,Infull,OTIF
SH-2026-006274,Ontime,Infull,OTIF
SH-2026-006275,Ontime,Infull,OTIF
SH-2026-006276,Ontime,Infull,OTIF
SH-2026-006277,Ontime,Infull,OTIF
SH-2026-006278,Ontime,Infull,OTIF
SH-2026-006279,Ontime,Infull,OTIF
SH-2026-006280,Ontime,Infull,OTIF
SH-2026-006281,Ontime,Infull,OTIF
SH-2026-006282,Ontime,Infull,OTIF
SH-2026-006283,Ontime,Infull,OTIF
SH-2026-006284,Ontime,Infull,OTIF
SH-2026-006285,Ontime,Infull,OTIF
SH-2026-006286,Ontime,Infull,OTIF
SH-2026-006287,Ontime,Infull,OTIF
SH-2026-006288,Ontime,Infull,OTIF
SH-2026-006289,Ontime,Infull,OTIF
SH-2026-006290,Ontime,Infull,OTIF
SH-2026-006291,Ontime,Infull,OTIF
SH-2026-006292,Ontime,Infull,OTIF
SH-2026-006293,Ontime,Infull,OTIF
SH-2026-006294,Ontime,Infull,OTIF
SH-2026-006295,Ontime,Infull,OTIF
SH-2026-006296,Ontime,Infull,OTIF
SH-2026-006297,Ontime,Infull,OTIF
SH-2026-006298,Ontime,Infull,OTIF
SH-2026-006299,Ontime,Infull,OTIF
SH-2026-006300,Ontime,Infull,OTIF
SH-2026-006301,Ontime,Infull,OTIF
SH-2026-006302,Ontime,Infull,OTIF
SH-2026-006303,Ontime,Infull,OTIF
SH-2026-006304,Ontime,Infull,OTIF
SH-2026-006305,Ontime,Infull,OTIF
SH-2026-006306,Ontime,Infull,OTIF
SH-2026-006307,Ontime,Infull,OTIF
SH-2026-006308,Ontime,Infull,OTIF
SH-2026-006309,Ontime,Infull,OTIF
SH-2026-006310,Ontime,Infull,OTIF
SH-2026-006311,Ontime,Infull,OTIF
SH-2026-006312,Ontime,Infull,OTIF
SH-2026-006313,Ontime,Infull,OTIF
SH-2026-006314,Ontime,Infull,OTIF
SH-2026-006315,Ontime,Infull,OTIF
SH-2026-006316,Ontime,Infull,OTIF
SH-2026-006317,Ontime,Infull,OTIF
SH-2026-006318,Ontime,Infull,OTIF
SH-2026-006319,Ontime,Infull,OTIF
SH-2026-006320,Ontime,Infull,OTIF
SH-2026-006321,Ontime,Infull,OTIF
SH-2026-006322,Ontime,Infull,OTIF
SH-2026-006323,Ontime,Infull,OTIF
SH-2026-006324,Ontime,Infull,OTIF
SH-2026-006325,Ontime,Infull,OTIF
SH-2026-006326,Ontime,Infull,OTIF
SH-2026-006327,Ontime,Infull,OTIF
SH-2026-006328,Ontime,Infull,OTIF
SH-2026-006329,Ontime,Infull,OTIF
SH-2026-006330,Ontime,Infull,OTIF
SH-2026-006331,Ontime,Infull,OTIF
SH-2026-006332,Ontime,Infull,OTIF
SH-2026-006333,Ontime,Infull,OTIF
SH-2026-006334,Ontime,Infull,OTIF
SH-2026-006335,Ontime,Infull,OTIF
SH-2026-006336,Ontime,Infull,OTIF
SH-2026-006337,Ontime,Infull,OTIF
SH-2026-006338,Ontime,Infull,OTIF
SH-2026-006339,Ontime,Infull,OTIF
SH-2026-006340,Ontime,Infull,OTIF
SH-2026-006341,Ontime,Infull,OTIF
SH-2026-006342,Ontime,Infull,OTIF
SH-2026-006343,Ontime,Infull,OTIF
SH-2026-006344,Ontime,Short,Not OTIF
SH-2026-006345,Ontime,Infull,OTIF
SH-2026-006346,Ontime,Infull,OTIF
SH-2026-006347,Ontime,Short,Not OTIF
SH-2026-006348,Ontime,Infull,OTIF
SH-2026-006349,Ontime,Infull,OTIF
SH-2026-006350,Ontime,Infull,OTIF
SH-2026-006351,Ontime,Infull,OTIF
SH-2026-006352,Ontime,Short,Not OTIF
SH-2026-006353,Ontime,Infull,OTIF
SH-2026-006354,Ontime,Infull,OTIF
SH-2026-006355,Ontime,Infull,OTIF
SH-2026-006356,Ontime,Infull,OTIF
SH-2026-006357,Ontime,Infull,OTIF
SH-2026-006358,Ontime,Infull,OTIF
SH-2026-006359,Ontime,Infull,OTIF
SH-2026-006360,Ontime,Infull,OTIF
SH-2026-006361,Ontime,Infull,OTIF
SH-2026-006362,Ontime,Infull,OTIF
SH-2026-006363,Ontime,Infull,OTIF
SH-2026-006364,Ontime,Infull,OTIF
SH-2026-006365,Ontime,Infull,OTIF
SH-2026-006366,Ontime,Infull,OTIF
SH-2026-006367,Ontime,Infull,OTIF
SH-2026-006368,Ontime,Infull,OTIF
SH-2026-006369,Ontime,Infull,OTIF
SH-2026-006370,Ontime,Infull,OTIF
SH-2026-006371,Ontime,Infull,OTIF
SH-2026-006372,Ontime,Infull,OTIF
SH-2026-006373,Ontime,Short,Not OTIF
SH-2026-006374,Ontime,Infull,OTIF
SH-2026-006375,Ontime,Infull,OTIF
SH-2026-006376,Ontime,Infull,OTIF
SH-2026-006377,Ontime,Infull,OTIF
SH-2026-006378,Ontime,Infull,OTIF
SH-2026-006379,Ontime,Infull,OTIF
SH-2026-006380,Ontime,Infull,OTIF
SH-2026-006381,Ontime,Infull,OTIF
SH-2026-006382,Ontime,Infull,OTIF
SH-2026-006383,Ontime,Infull,OTIF
SH-2026-006384,Ontime,Infull,OTIF
SH-2026-006385,Ontime,Infull,OTIF
SH-2026-006386,Ontime,Infull,OTIF
SH-2026-006387,Ontime,Infull,OTIF
SH-2026-006388,Ontime,Infull,OTIF
SH-2026-006389,Ontime,Infull,OTIF
SH-2026-006390,Ontime,Infull,OTIF
SH-2026-006391,Ontime,Infull,OTIF
SH-2026-006392,Ontime,Infull,OTIF
SH-2026-006393,Ontime,Short,Not OTIF
SH-2026-006394,Ontime,Infull,OTIF
SH-2026-006395,Ontime,Short,Not OTIF
SH-2026-006396,Ontime,Infull,OTIF
SH-2026-006397,Ontime,Infull,OTIF
SH-2026-006398,Ontime,Short,Not OTIF
SH-2026-006399,Ontime,Infull,OTIF
SH-2026-006400,Ontime,Infull,OTIF
SH-2026-006401,Ontime,Infull,OTIF
SH-2026-006402,Ontime,Infull,OTIF
SH-2026-006403,Ontime,Infull,OTIF
SH-2026-006404,Ontime,Infull,OTIF
SH-2026-006405,Ontime,Short,Not OTIF
SH-2026-006406,Ontime,Infull,OTIF
SH-2026-006407,Ontime,Infull,OTIF
SH-2026-006408,Ontime,Infull,OTIF
SH-2026-006409,Ontime,Infull,OTIF
SH-2026-006410,Ontime,Infull,OTIF
SH-2026-006411,Ontime,Infull,OTIF
SH-2026-006412,Ontime,Infull,OTIF
SH-2026-006413,Ontime,Infull,OTIF
SH-2026-006414,Ontime,Infull,OTIF
SH-2026-006415,Ontime,Infull,OTIF
SH-2026-006416,Ontime,Short,Not OTIF
SH-2026-006417,Ontime,Infull,OTIF
SH-2026-006418,Ontime,Infull,OTIF
SH-2026-006419,Ontime,Short,Not OTIF
SH-2026-006420,Ontime,Short,Not OTIF
SH-2026-006421,Ontime,Infull,OTIF
SH-2026-006422,Ontime,Infull,OTIF
SH-2026-006423,Ontime,Infull,OTIF
SH-2026-006424,Ontime,Infull,OTIF
SH-2026-006425,Ontime,Infull,OTIF
SH-2026-006426,Ontime,Short,Not OTIF
SH-2026-006427,Ontime,Infull,OTIF
SH-2026-006428,Ontime,Infull,OTIF
SH-2026-006429,Ontime,Short,Not OTIF
SH-2026-006430,Ontime,Infull,OTIF
SH-2026-006431,Ontime,Infull,OTIF
SH-2026-006432,Ontime,Infull,OTIF
SH-2026-006433,Ontime,Short,Not OTIF
SH-2026-006434,Ontime,Short,Not OTIF
SH-2026-006435,Ontime,Infull,OTIF
SH-2026-006436,Ontime,Infull,OTIF
SH-2026-006437,Ontime,Infull,OTIF
SH-2026-006438,Ontime,Short,Not OTIF
SH-2026-006439,Ontime,Infull,OTIF
SH-2026-006440,Ontime,Short,Not OTIF
SH-2026-006441,Ontime,Short,Not OTIF
SH-2026-006442,Ontime,Infull,OTIF
SH-2026-006443,Ontime,Infull,OTIF
SH-2026-006444,Ontime,Short,Not OTIF
SH-2026-006445,Ontime,Infull,OTIF
SH-2026-006446,Ontime,Infull,OTIF
SH-2026-006447,Ontime,Short,Not OTIF
SH-2026-006448,Ontime,Infull,OTIF
SH-2026-006449,Ontime,Infull,OTIF
SH-2026-006450,Ontime,Infull,OTIF
SH-2026-006451,Ontime,Infull,OTIF
SH-2026-006452,Ontime,Infull,OTIF
SH-2026-006453,Ontime,Infull,OTIF
SH-2026-006454,Ontime,Short,Not OTIF
SH-2026-006455,Ontime,Infull,OTIF
SH-2026-006456,Ontime,Infull,OTIF
SH-2026-006457,Ontime,Infull,OTIF
SH-2026-006458,Ontime,Short,Not OTIF
SH-2026-006459,Ontime,Infull,OTIF
SH-2026-006460,Ontime,Infull,OTIF
SH-2026-006461,Ontime,Short,Not OTIF
SH-2026-006462,Ontime,Infull,OTIF
SH-2026-006463,Unknown,Short,Not OTIF
SH-2026-006464,Ontime,Infull,Not OTIF
SH-2026-006465,Late,Short,Not OTIF
SH-2026-006466,Late,Infull,Not OTIF
SH-2026-006467,Unknown,Short,Not OTIF
SH-2026-006468,Late,Infull,Not OTIF
SH-2026-006469,Ontime,Infull,Not OTIF
SH-2026-006470,Ontime,Infull,OTIF
SH-2026-006471,Ontime,Short,Not OTIF
SH-2026-006472,Late,Short,Not OTIF
SH-2026-006473,Late,Infull,Not OTIF
SH-2026-006474,Ontime,Infull,Not OTIF
SH-2026-006475,Late,Short,Not OTIF
SH-2026-006476,Ontime,Short,Not OTIF
SH-2026-006477,Late,Short,Not OTIF
SH-2026-006478,Ontime,Infull,Not OTIF
SH-2026-006479,Ontime,Infull,OTIF
SH-2026-006480,Ontime,Infull,OTIF
SH-2026-006481,Unknown,Short,Not OTIF
SH-2026-006482,Ontime,Infull,Not OTIF
SH-2026-006483,Ontime,Short,Not OTIF
SH-2026-006484,Late,Short,Not OTIF
SH-2026-006485,Unknown,Short,Not OTIF
SH-2026-006486,Unknown,Short,Not OTIF
SH-2026-006487,Ontime,Short,Not OTIF
SH-2026-006488,Ontime,Short,Not OTIF
SH-2026-006489,Ontime,Short,Not OTIF
SH-2026-006490,Late,Short,Not OTIF
SH-2026-006491,Ontime,Infull,OTIF
SH-2026-006492,Ontime,Infull,OTIF
SH-2026-006493,Ontime,Infull,Not OTIF
SH-2026-006494,Ontime,Infull,OTIF
SH-2026-006495,Late,Infull,Not OTIF
SH-2026-006496,Late,Infull,Not OTIF
SH-2026-006497,Ontime,Short,Not OTIF
SH-2026-006498,Late,Infull,Not OTIF
SH-2026-006499,Ontime,Infull,Not OTIF
SH-2026-006500,Late,Infull,Not OTIF
SH-2026-006501,Late,Short,Not OTIF
SH-2026-006502,Ontime,Short,Not OTIF
SH-2026-006503,Ontime,Infull,OTIF
SH-2026-006504,Ontime,Infull,Not OTIF
SH-2026-006505,Ontime,Short,Not OTIF
SH-2026-006506,Late,Short,Not OTIF
SH-2026-006507,Ontime,Infull,OTIF
SH-2026-006508,Late,Short,Not OTIF
SH-2026-006509,Ontime,Short,Not OTIF
SH-2026-006510,Late,Infull,Not OTIF
SH-2026-006511,Late,Infull,Not OTIF
SH-2026-006512,Ontime,Short,Not OTIF
SH-2026-006513,Unknown,Short,Not OTIF
SH-2026-006514,Unknown,Short,Not OTIF
SH-2026-006515,Unknown,Short,Not OTIF
SH-2026-006516,Unknown,Short,Not OTIF
SH-2026-006517,Unknown,Short,Not OTIF
SH-2026-006518,Unknown,Short,Not OTIF
SH-2026-006519,Ontime,Infull,OTIF
SH-2026-006520,Unknown,Short,Not OTIF
SH-2026-006521,Unknown,Short,Not OTIF
SH-2026-006522,Unknown,Short,Not OTIF
SH-2026-006523,Unknown,Short,Not OTIF
SH-2026-006524,Unknown,Short,Not OTIF
SH-2026-006525,Unknown,Short,Not OTIF
SH-2026-006526,Unknown,Short,Not OTIF
SH-2026-006527,Unknown,Short,Not OTIF
SH-2026-006528,Unknown,Short,Not OTIF
SH-2026-006529,Late,Infull,Not OTIF
SH-2026-006530,Unknown,Short,Not OTIF
SH-2026-006531,Ontime,Short,Not OTIF
SH-2026-006532,Late,Short,Not OTIF
SH-2026-006533,Ontime,Infull,OTIF
SH-2026-006534,Unknown,Short,Not OTIF
SH-2026-006535,Unknown,Short,Not OTIF
SH-2026-006536,Unknown,Short,Not OTIF
SH-2026-006537,Unknown,Short,Not OTIF
SH-2026-006538,Unknown,Short,Not OTIF
SH-2026-006539,Unknown,Short,Not OTIF
SH-2026-006540,Unknown,Short,Not OTIF
SH-2026-006541,Unknown,Short,Not OTIF
SH-2026-006542,Unknown,Short,Not OTIF
SH-2026-006543,Unknown,Short,Not OTIF
SH-2026-006544,Unknown,Short,Not OTIF
SH-2026-006545,Unknown,Short,Not OTIF
SH-2026-006546,Unknown,Short,Not OTIF
SH-2026-006547,Unknown,Short,Not OTIF
SH-2026-006548,Unknown,Short,Not OTIF
SH-2026-006549,Unknown,Short,Not OTIF
SH-2026-006550,Unknown,Short,Not OTIF
SH-2026-006551,Unknown,Short,Not OTIF
SH-2026-006552,Ontime,Short,Not OTIF
SH-2026-006553,Unknown,Short,Not OTIF
SH-2026-006554,Ontime,Infull,OTIF
SH-2026-006555,Ontime,Short,Not OTIF
SH-2026-006556,Ontime,Infull,OTIF
SH-2026-006557,Ontime,Short,Not OTIF
SH-2026-006558,Ontime,Infull,OTIF
SH-2026-006559,Late,Infull,Not OTIF
SH-2026-006560,Ontime,Infull,OTIF
SH-2026-006561,Ontime,Short,Not OTIF
SH-2026-006562,Ontime,Infull,OTIF
SH-2026-006563,Unknown,Short,Not OTIF
SH-2026-006564,Unknown,Short,Not OTIF
SH-2026-006565,Unknown,Short,Not OTIF
SH-2026-006566,Late,Infull,Not OTIF
SH-2026-006567,Late,Infull,Not OTIF
SH-2026-006568,Ontime,Infull,OTIF
SH-2026-006569,Unknown,Short,Not OTIF
SH-2026-006570,Unknown,Short,Not OTIF
SH-2026-006571,Unknown,Short,Not OTIF
SH-2026-006572,Ontime,Infull,OTIF
SH-2026-006573,Late,Infull,Not OTIF
SH-2026-006574,Unknown,Short,Not OTIF
SH-2026-006575,Unknown,Short,Not OTIF
SH-2026-006576,Unknown,Short,Not OTIF
SH-2026-006577,Unknown,Short,Not OTIF
SH-2026-006578,Unknown,Short,Not OTIF
SH-2026-006579,Late,Infull,Not OTIF
SH-2026-006580,Ontime,Infull,OTIF
SH-2026-006581,Unknown,Short,Not OTIF
SH-2026-006582,Unknown,Short,Not OTIF
SH-2026-006583,Ontime,Infull,OTIF
SH-2026-006584,Unknown,Short,Not OTIF
SH-2026-006585,Unknown,Short,Not OTIF
SH-2026-006586,Unknown,Short,Not OTIF
SH-2026-006587,Ontime,Short,Not OTIF
SH-2026-006588,Unknown,Short,Not OTIF
SH-2026-006589,Unknown,Short,Not OTIF
SH-2026-006590,Unknown,Short,Not OTIF
SH-2026-006591,Unknown,Short,Not OTIF
SH-2026-006592,Unknown,Short,Not OTIF
SH-2026-006593,Ontime,Infull,OTIF
SH-2026-006594,Ontime,Infull,Not OTIF
SH-2026-006595,Late,Infull,Not OTIF
SH-2026-006596,Ontime,Short,Not OTIF
SH-2026-006597,Unknown,Short,Not OTIF
SH-2026-006598,Unknown,Short,Not OTIF
SH-2026-006599,Late,Infull,Not OTIF
SH-2026-006600,Unknown,Short,Not OTIF
SH-2026-006601,Unknown,Short,Not OTIF
SH-2026-006602,Ontime,Infull,OTIF
SH-2026-006603,Ontime,Infull,OTIF
SH-2026-006604,Ontime,Infull,OTIF
SH-2026-006605,Ontime,Infull,OTIF
SH-2026-006606,Ontime,Infull,OTIF
SH-2026-006607,Ontime,Infull,OTIF
SH-2026-006608,Late,Infull,Not OTIF
SH-2026-006609,Ontime,Infull,OTIF
SH-2026-006610,Ontime,Infull,OTIF
SH-2026-006611,Ontime,Infull,OTIF
SH-2026-006612,Ontime,Infull,OTIF
SH-2026-006613,Ontime,Infull,OTIF
SH-2026-006614,Ontime,Infull,OTIF
SH-2026-006615,Late,Infull,Not OTIF
SH-2026-006616,Ontime,Infull,OTIF
SH-2026-006617,Ontime,Infull,OTIF
SH-2026-006618,Ontime,Infull,OTIF
SH-2026-006619,Ontime,Infull,OTIF
SH-2026-006620,Ontime,Infull,OTIF
SH-2026-006621,Ontime,Infull,OTIF
SH-2026-006622,Ontime,Infull,OTIF
SH-2026-006623,Ontime,Infull,OTIF
SH-2026-006624,Ontime,Infull,OTIF
SH-2026-006625,Ontime,Infull,OTIF
SH-2026-006626,Ontime,Infull,OTIF
SH-2026-006627,Ontime,Infull,OTIF
SH-2026-006628,Ontime,Infull,OTIF
SH-2026-006629,Ontime,Infull,OTIF
SH-2026-006630,Late,Infull,Not OTIF
SH-2026-006631,Ontime,Infull,OTIF
SH-2026-006632,Ontime,Infull,OTIF
SH-2026-006633,Ontime,Short,Not OTIF
SH-2026-006634,Ontime,Infull,OTIF
SH-2026-006635,Ontime,Infull,OTIF
SH-2026-006636,Ontime,Short,Not OTIF
SH-2026-006637,Ontime,Infull,OTIF
SH-2026-006638,Ontime,Infull,OTIF
SH-2026-006639,Ontime,Infull,OTIF
SH-2026-006640,Ontime,Infull,OTIF
SH-2026-006641,Ontime,Infull,OTIF
SH-2026-006642,Ontime,Infull,OTIF
SH-2026-006643,Ontime,Infull,OTIF
SH-2026-006644,Ontime,Infull,OTIF
SH-2026-006645,Ontime,Infull,OTIF
SH-2026-006646,Ontime,Infull,OTIF
SH-2026-006647,Ontime,Infull,OTIF
SH-2026-006648,Ontime,Infull,OTIF
SH-2026-006649,Ontime,Infull,OTIF
SH-2026-006650,Ontime,Infull,OTIF
SH-2026-006651,Ontime,Infull,OTIF
SH-2026-006652,Ontime,Infull,OTIF
SH-2026-006653,Ontime,Infull,OTIF
SH-2026-006654,Ontime,Infull,OTIF
SH-2026-006655,Ontime,Infull,OTIF
SH-2026-006656,Ontime,Infull,OTIF
SH-2026-006657,Ontime,Infull,OTIF
SH-2026-006658,Ontime,Infull,OTIF
SH-2026-006659,Ontime,Infull,OTIF
SH-2026-006660,Ontime,Infull,OTIF
SH-2026-006661,Ontime,Infull,OTIF
SH-2026-006662,Ontime,Infull,OTIF
SH-2026-006663,Ontime,Infull,OTIF
SH-2026-006664,Unknown,Short,Not OTIF
SH-2026-006665,Unknown,Short,Not OTIF
SH-2026-006666,Ontime,Infull,OTIF
SH-2026-006667,Unknown,Short,Not OTIF
SH-2026-006668,Late,Short,Not OTIF
SH-2026-006669,Late,Infull,Not OTIF
SH-2026-006670,Ontime,Infull,OTIF
SH-2026-006671,Ontime,Infull,OTIF
SH-2026-006672,Ontime,Infull,OTIF
SH-2026-006673,Ontime,Infull,OTIF
SH-2026-006674,Ontime,Infull,OTIF
SH-2026-006675,Ontime,Infull,OTIF
SH-2026-006676,Ontime,Short,Not OTIF
SH-2026-006677,Ontime,Infull,OTIF
SH-2026-006678,Ontime,Infull,OTIF
SH-2026-006679,Ontime,Short,Not OTIF
SH-2026-006680,Ontime,Infull,OTIF
SH-2026-006681,Ontime,Infull,OTIF
SH-2026-006682,Ontime,Infull,OTIF
SH-2026-006683,Ontime,Infull,OTIF
SH-2026-006684,Ontime,Infull,OTIF
SH-2026-006685,Ontime,Infull,OTIF
SH-2026-006686,Ontime,Short,Not OTIF
SH-2026-006687,Ontime,Infull,OTIF
SH-2026-006688,Ontime,Infull,OTIF
SH-2026-006689,Ontime,Short,Not OTIF
SH-2026-006690,Ontime,Infull,OTIF
SH-2026-006691,Ontime,Infull,OTIF
SH-2026-006692,Ontime,Infull,OTIF
SH-2026-006693,Ontime,Infull,OTIF
SH-2026-006694,Ontime,Infull,OTIF
SH-2026-006695,Ontime,Infull,OTIF
SH-2026-006696,Ontime,Infull,OTIF
SH-2026-006697,Ontime,Infull,OTIF
SH-2026-006698,Ontime,Infull,OTIF
SH-2026-006699,Ontime,Infull,OTIF
SH-2026-006700,Ontime,Infull,OTIF
SH-2026-006701,Ontime,Infull,OTIF
SH-2026-006702,Ontime,Infull,OTIF
SH-2026-006703,Ontime,Infull,OTIF
SH-2026-006704,Ontime,Infull,OTIF
SH-2026-006705,Ontime,Infull,OTIF
SH-2026-006706,Ontime,Infull,OTIF
SH-2026-006707,Ontime,Infull,OTIF
SH-2026-006708,Ontime,Infull,OTIF
SH-2026-006709,Ontime,Infull,OTIF
SH-2026-006710,Ontime,Infull,OTIF
SH-2026-006711,Ontime,Short,Not OTIF
SH-2026-006712,Ontime,Infull,OTIF
SH-2026-006713,Ontime,Infull,OTIF
SH-2026-006714,Ontime,Short,Not OTIF
SH-2026-006715,Ontime,Infull,OTIF
SH-2026-006716,Ontime,Infull,OTIF
SH-2026-006717,Late,Infull,Not OTIF
SH-2026-006718,Ontime,Infull,OTIF
SH-2026-006719,Ontime,Infull,OTIF
SH-2026-006720,Ontime,Infull,OTIF
SH-2026-006721,Ontime,Infull,OTIF
SH-2026-006722,Ontime,Infull,OTIF
SH-2026-006723,Ontime,Short,Not OTIF
SH-2026-006724,Ontime,Short,Not OTIF
SH-2026-006725,Ontime,Short,Not OTIF
SH-2026-006726,Ontime,Infull,OTIF
SH-2026-006727,Ontime,Short,Not OTIF
SH-2026-006728,Ontime,Infull,OTIF
SH-2026-006729,Ontime,Short,Not OTIF
SH-2026-006730,Ontime,Infull,OTIF
SH-2026-006731,Ontime,Infull,Not OTIF
SH-2026-006732,Ontime,Infull,OTIF
SH-2026-006733,Unknown,Short,Not OTIF
SH-2026-006734,Ontime,Infull,OTIF
SH-2026-006735,Ontime,Infull,OTIF
SH-2026-006736,Ontime,Infull,OTIF
SH-2026-006737,Ontime,Infull,OTIF
SH-2026-006738,Ontime,Infull,OTIF
SH-2026-006739,Ontime,Infull,OTIF
SH-2026-006740,Ontime,Infull,OTIF
SH-2026-006741,Ontime,Infull,OTIF
SH-2026-006742,Ontime,Short,Not OTIF
SH-2026-006743,Ontime,Infull,OTIF
SH-2026-006744,Ontime,Infull,OTIF
SH-2026-006745,Ontime,Short,Not OTIF
SH-2026-006746,Late,Infull,Not OTIF
SH-2026-006747,Late,Infull,Not OTIF
SH-2026-006748,Late,Infull,Not OTIF
SH-2026-006749,Ontime,Short,Not OTIF
SH-2026-006750,Ontime,Infull,OTIF
SH-2026-006751,Late,Infull,Not OTIF
SH-2026-006752,Late,Infull,Not OTIF
SH-2026-006753,Ontime,Infull,OTIF
SH-2026-006754,Ontime,Infull,OTIF
SH-2026-006755,Ontime,Infull,OTIF
SH-2026-006756,Ontime,Infull,OTIF
SH-2026-006757,Ontime,Infull,OTIF
SH-2026-006758,Ontime,Infull,OTIF
SH-2026-006759,Ontime,Infull,OTIF
SH-2026-006760,Ontime,Infull,OTIF
SH-2026-006761,Ontime,Infull,OTIF
SH-2026-006762,Ontime,Short,Not OTIF
SH-2026-006763,Ontime,Infull,OTIF
SH-2026-006764,Ontime,Infull,OTIF
SH-2026-006765,Ontime,Infull,Not OTIF
SH-2026-006766,Late,Infull,Not OTIF
SH-2026-006767,Ontime,Infull,OTIF
SH-2026-006768,Late,Infull,Not OTIF
SH-2026-006769,Late,Infull,Not OTIF
SH-2026-006770,Late,Infull,Not OTIF
SH-2026-006771,Ontime,Infull,OTIF
SH-2026-006772,Ontime,Infull,OTIF
SH-2026-006773,Late,Infull,Not OTIF
SH-2026-006774,Ontime,Infull,OTIF
SH-2026-006775,Ontime,Infull,Not OTIF
SH-2026-006776,Ontime,Infull,OTIF
SH-2026-006777,Ontime,Short,Not OTIF
SH-2026-006778,Ontime,Infull,OTIF
SH-2026-006779,Late,Infull,Not OTIF
SH-2026-006780,Ontime,Infull,Not OTIF
SH-2026-006781,Late,Infull,Not OTIF
SH-2026-006782,Ontime,Infull,OTIF
SH-2026-006783,Ontime,Infull,Not OTIF
SH-2026-006784,Ontime,Infull,Not OTIF
SH-2026-006785,Ontime,Infull,OTIF
SH-2026-006786,Ontime,Infull,OTIF
SH-2026-006787,Late,Infull,Not OTIF
SH-2026-006788,Ontime,Infull,OTIF
SH-2026-006789,Ontime,Infull,Not OTIF
SH-2026-006790,Ontime,Infull,OTIF
SH-2026-006791,Ontime,Infull,OTIF
SH-2026-006792,Unknown,Short,Not OTIF
SH-2026-006793,Unknown,Short,Not OTIF
SH-2026-006794,Unknown,Short,Not OTIF
SH-2026-006795,Ontime,Infull,OTIF
SH-2026-006796,Ontime,Infull,Not OTIF
SH-2026-006797,Unknown,Short,Not OTIF
SH-2026-006798,Ontime,Short,Not OTIF
SH-2026-006799,Ontime,Infull,OTIF
