"trip_id_raw","tender_date","eta_operation","ata_operation","pickup_location_raw","delivery_area_raw","carrier_code_raw","vehicle_type_raw","cargo_group_raw","vfr_pct","vfr_by_ton","vfr_by_volume","planned_ton","planned_cbm"
"DI0186337","2026-02-05","2026-02-06 17:00:00","2026-02-06 10:00:59","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY",88.43505833333332,74.16019999999999,88.43505833333332,1.4832039999999997,10.612206999999998
"DI0186338","2026-02-05","2026-02-06 17:00:00","2026-02-06 08:01:10","Kho trong - NKD","","HDA","1.4T","DRY, FRESH",100,72.03185714285729,100,1.008446000000002,8.30999999999999
"DI0186340","2026-02-05","2026-02-06 17:00:00","2026-02-06 11:56:02","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY, POSM, FRESH, TET",72.14835833333332,53.04715,72.14835833333332,1.060943,8.657803
"DI0186343","2026-02-05","2026-02-06 17:00:00","2026-02-06 14:38:27","Kho ngoài - NKD","North East - North West","HDA","11T","DRY",100,100,100,5.082573,34.993019999999994
"DI0186345","2026-02-05","2026-02-06 17:00:00","2026-02-06 11:26:12","Kho trong - NKD","North East - North West","HDA","11T","DRY",80.64285714285715,40.042263636363636,80.64285714285715,4.404649,33.870000000000005
"DI0186346","2026-02-05","2026-02-06 17:00:00","2026-02-06 10:11:10","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY, TET",93.40013333333336,80.53425000000001,93.40013333333336,1.6106850000000001,11.208016000000002
"DI0186347","2026-02-05","2026-02-06 17:00:00","2026-02-06 11:45:17","Kho trong - NKD","North East - North West","HDA","11T","DRY, FRESH",24.97415476190477,9.087199999999998,24.97415476190477,0.9995919999999998,10.489145000000002
"DI0186349","2026-02-05","2026-02-06 17:00:00","2026-02-06 15:08:43","Kho ngoài - NKD","Ha Noi","HDA","1.4T","DRY",95.52428571428572,95.52428571428572,78.42513749999999,1.33734,6.274011
"DI0186350","2026-02-05","2026-02-06 17:00:00","2026-02-06 14:20:44","Kho trong - NKD","North Central Coast","HDA","11T","DRY, FRESH",65.27333333333334,23.948518181818187,65.27333333333334,2.6343370000000004,29.373
"DI0186352","2026-02-05","2026-02-06 17:00:00","2026-02-06 08:47:22","Kho trong - NKD","North East - North West","HDA","5T","DRY, FRESH",63.2574909090909,28.02788,63.2574909090909,1.401394,13.916647999999999
"DI0186355","2026-02-05","2026-02-06 17:00:00","2026-02-06 13:35:34","Kho trong - NKD","Ha Noi","HDA","2.5T","DRY",100,56.45028,100,1.6966569999999999,14.498159999999999
"DI0186357","2026-02-05","2026-02-06 17:00:00","2026-02-06 11:40:56","Kho ngoài - NKD","North Central Coast","HDA","11T","DRY",84.04762142857142,39.54818181818182,84.04762142857142,4.3503,35.300000999999995
"DI0186358","2026-02-05","2026-02-06 17:00:00","2026-02-06 17:16:02","Kho trong - NKD","North Central Coast","HDA","11T","DRY",100,60.27951818181818,100,6.630747,45.535
"DI0186359","2026-02-05","2026-02-06 17:00:00","2026-02-06 13:23:28","Kho trong - NKD","Ha Noi","HDA","5T","DRY, FRESH",100,100,100,1.9354149999999999,16.9648
"DI0186360","2026-02-05","2026-02-06 17:00:00","2026-02-06 17:00:00","Kho trong - NKD","North Central Coast","HDA","11T","DRY, FRESH",49.265714285714296,22.539363636363635,49.265714285714296,2.47933,20.6916
"DI0186361","2026-02-05","2026-02-06 17:00:00","2026-02-06 07:59:36","Kho trong - NKD","Ha Noi","HDA","11T","DRY, FRESH",59.96190476190476,18.22802727272727,59.96190476190476,2.005083,25.184
"DI0186362","2026-02-05","2026-02-06 17:00:00","2026-02-06 12:12:43","Kho trong - NKD","Ha Noi","HDA","2.5T","DRY, FRESH",100,100,100,1.5434710000000003,16.071328
"DI0186363","2026-02-05","2026-02-06 17:00:00","2026-02-06 08:23:12","Kho trong - NKD","North East - North West","HDA","5T","DRY, FRESH",87.15779999999998,38.58729999999999,87.15779999999998,1.9293649999999998,19.174715999999997
"DI0186366","2026-02-05","2026-02-06 17:00:00","2026-02-05 22:26:35","Kho ngoài - BKD","South East","ANH SON","11T","DRY",60.876180952380956,21.845200000000002,60.876180952380956,2.402972,25.567996
"DI0186367","2026-02-05","2026-02-06 17:00:00","2026-02-05 22:27:10","Kho ngoài - BKD","South East","ANH SON","11T","DRY",65.19906428571429,29.40396363636363,65.19906428571429,3.2344359999999996,27.383607
"DI0186369","2026-02-05","2026-02-06 17:00:00","2026-02-06 11:03:26","Kho trong - BKD","South East","ANH SON","5T","DRY, FRESH",100,100,100,3.5866399999999996,25.918198000000015
"DI0186370","2026-02-05","2026-02-06 17:00:00","2026-02-06 12:35:23","Kho trong - BKD","South East","ANH SON","5T","DRY, FRESH",100,75.79344,100,3.7896720000000004,29.677808000000013
"DI0186372","2026-02-05","2026-02-06 17:00:00","2026-02-06 17:00:00","Kho trong - BKD","South East","ANH SON","11T","DRY, FRESH",100,100,100,5.641747999999997,51.16095000000001
"DI0186373","2026-02-05","2026-02-06 17:00:00","2026-02-06 15:15:21","Kho trong - BKD","South East","ANH SON","5T","DRY, FRESH, TET",100,45.22494000000001,100,2.2612470000000005,24.154994000000006
"DI0186374","2026-02-05","2026-02-06 17:00:00","2026-02-06 17:00:00","Kho trong - BKD","South East","ANH SON","8T","DRY, FRESH",86.48445937500001,42.44812499999998,86.48445937500001,3.395849999999999,27.675027000000004
"DI0186376","2026-02-05","2026-02-06 17:00:00","2026-02-06 07:59:46","Kho trong - BKD","South East","ANH SON","5T","DRY, FRESH",100,78.89872,100,3.9449359999999993,30.385794
"DI0186378","2026-02-05","2026-02-06 17:00:00","2026-02-06 17:00:00","Kho trong - BKD","South East","ANH SON","11T","DRY, POSM, FRESH",22.9419119047619,7.836381818181818,22.9419119047619,1.362908,12.669602999999997
"DI0186379","2026-02-05","2026-02-06 17:00:00","2026-02-06 08:36:36","Kho trong - BKD","South East","ANH SON","11T","DRY, FRESH",33.005259523809535,17.828263636363634,33.005259523809535,1.961109,13.862209000000005
"DI0186399","2026-02-05","2026-02-06 17:00:00","2026-02-06 17:00:00","Kho trong - BKD","South East","ANH SON","2T","DRY",100,81.84525000000001,100,1.636905,12.07
"DI0186403","2026-02-05","2026-02-06 17:00:00","2026-02-06 17:00:00","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY",84.183175,79.6746,84.183175,1.593492,10.101981
"DI0186408","2026-02-05","2026-02-06 17:00:00","2026-02-06 13:15:30","Kho trong - BKD","South East","ANH SON","2T","DRY",100,81.84525000000001,100,1.636905,12.07
"DI0186632","2026-02-06","2026-02-07 05:30:00","2026-02-07 07:05:29","Kho trong - NKD","Ha Noi","HDA","1.4T","FRESH",100,100,100,0.681421,8.596
"DI0186425","2026-02-06","2026-02-07 06:30:00","2026-02-07 10:09:32","Kho trong - BKD","Mekong 1","THANH AN","8T","FRESH",14.065624999999999,3.92835,14.065624999999999,0.314268,4.5009999999999994
"DI0186606","2026-02-06","2026-02-07 07:00:00","2026-02-07 07:04:07","Kho trong - NKD","Ha Noi","HDA","1.4T","FRESH",92.10000000000001,38.38485714285714,92.10000000000001,0.537388,7.368000000000001
"DI0186507","2026-02-06","2026-02-07 07:30:00","2026-02-07 07:16:49","Kho trong - BKD","South East","ANH SON","2T","FRESH",70.56666666666668,30.918799999999997,70.56666666666668,0.6183759999999999,8.468000000000002
"DI0186603","2026-02-06","2026-02-07 08:00:00","2026-02-07 07:41:39","Kho trong - NKD","North East - North West","HDA","1.4T","FRESH",71.6875,30.883857142857146,71.6875,0.432374,5.735
"DI0186557","2026-02-06","2026-02-07 15:30:00","2026-02-07 15:30:00","Kho trong - BKD","South East","ANH SON","2T","DRY, FRESH",54.208433333333325,34.78809999999999,54.208433333333325,0.6957619999999999,6.505012
"DI0186570","2026-02-06","2026-02-07 15:30:00","2026-02-07 06:14:07","Kho trong - BKD","","ANH SON","2T","DRY, FRESH",92.07834166666674,47.579199999999986,92.07834166666674,0.9515839999999998,11.04940100000001
"DI0186571","2026-02-06","2026-02-07 15:30:00","2026-02-07 06:18:17","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY, FRESH",99.64999999999998,80.8901,99.64999999999998,1.617802,11.957999999999998
"DI0186573","2026-02-06","2026-02-07 15:30:00","2026-02-07 10:04:56","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY, FRESH",100,62.011400000000016,100,1.2402280000000003,12.787000000000004
"DI0186578","2026-02-06","2026-02-07 15:30:00","2026-02-07 10:24:14","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY, POSM, FRESH",100,74.3004,100,1.486008,13.010011000000002
"DI0186581","2026-02-06","2026-02-07 15:30:00","2026-02-07 10:01:53","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY",100,76.19194999999999,100,1.5238389999999997,13.005009
"DI0186586","2026-02-06","2026-02-07 15:30:00","2026-02-07 09:03:46","Kho trong - BKD","","ANH SON","2T","DRY",87.4134833333333,72.2782,87.4134833333333,1.445564,10.489617999999997
"DI0186589","2026-02-06","2026-02-07 15:30:00","2026-02-07 10:38:52","Kho trong - BKD","","ANH SON","2T","DRY",47.498533333333306,44.32725000000002,47.498533333333306,0.8865450000000004,5.699823999999997
"DI0186591","2026-02-06","2026-02-07 15:30:00","2026-02-07 06:58:50","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY",100,90,100,1.8,12
"DI0186592","2026-02-06","2026-02-07 15:30:00","2026-02-07 14:31:30","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY",100,90,100,1.8,12
"DI0186661","2026-02-06","2026-02-07 15:30:00","2026-02-07 10:35:27","Kho trong - BKD","South East","ANH SON","2T","DRY",100,71.67695,100,1.4335390000000001,12.857014999999999
"DI0186668","2026-02-06","2026-02-07 15:30:00","2026-02-07 15:06:48","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY",100,100,100,2.012332,12.922409000000004
"DI0186670","2026-02-06","2026-02-07 15:30:00","2026-02-07 14:46:39","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY",100,65.8279,100,1.3165580000000001,12.148012
"DI0186671","2026-02-06","2026-02-07 15:30:00","2026-02-07 14:39:13","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY",100,62.38005,100,1.247601,12.017016
"DI0186672","2026-02-06","2026-02-07 15:30:00","2026-02-07 14:32:42","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY",100,62.38005,100,1.247601,12.017016
"DI0186673","2026-02-06","2026-02-07 15:30:00","2026-02-07 14:32:16","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY",100,62.38005,100,1.247601,12.017016
"DI0186674","2026-02-06","2026-02-07 15:30:00","2026-02-07 15:30:00","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY",100,62.38005,100,1.247601,12.017015
"DI0186677","2026-02-06","2026-02-07 15:30:00","2026-02-07 14:50:52","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY",100,90,100,1.8,12
"DI0186678","2026-02-06","2026-02-07 15:30:00","2026-02-07 14:50:52","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY",100,90,100,1.8,12
"DI0186679","2026-02-06","2026-02-07 15:30:00","2026-02-07 14:50:52","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY",100,90,100,1.8,12
"DI0187247","2026-02-06","2026-02-07 15:30:00","2026-02-11 00:04:55","Kho trong - BKD","South East","ANH SON","2T","POSM",18.175,18.175,14.083333333333334,0.3635,1.69
"DI0186572","2026-02-06","2026-02-07 16:00:00","2026-02-07 09:07:04","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY, FRESH",100,74.74835000000002,100,1.4949670000000004,12.234
"DI0186574","2026-02-06","2026-02-07 16:00:00","2026-02-07 11:43:27","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","POSM, DRY, FRESH",99.73346666666669,66.34525000000001,99.73346666666669,1.3269050000000002,11.968016000000002
"DI0186575","2026-02-06","2026-02-07 16:00:00","2026-02-07 12:05:29","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY, FRESH",100,69.014,100,1.38028,12.161035
"DI0186576","2026-02-06","2026-02-07 16:00:00","2026-02-07 14:51:09","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY, FRESH",100,68.67025,100,1.373405,13.082996000000001
"DI0186579","2026-02-06","2026-02-07 16:00:00","2026-02-07 10:28:15","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY, FRESH",100,86.04925,100,1.720985,12.853005999999997
"DI0186583","2026-02-06","2026-02-07 16:00:00","2026-02-07 10:06:46","Kho trong - BKD","South East","ANH SON","2T","DRY, FRESH",93.57497500000001,65.5237,93.57497500000001,1.3104740000000001,11.228997000000001
"DI0186585","2026-02-06","2026-02-07 16:00:00","2026-02-07 12:27:24","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY",100,98.65034999999999,100,1.9730069999999997,12.422022999999996
"DI0186587","2026-02-06","2026-02-07 16:00:00","2026-02-07 10:50:37","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY, TET",99.86661666666664,83.12705,99.86661666666664,1.662541,11.983993999999997
"DI0186588","2026-02-06","2026-02-07 16:00:00","2026-02-07 10:56:41","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY, TET",96.85834999999997,81.55715,96.85834999999997,1.6311429999999998,11.623001999999996
"DI0186590","2026-02-06","2026-02-07 16:00:00","2026-02-07 10:36:39","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY",100,90.3225,100,1.8064500000000001,13.025201
"DI0186660","2026-02-06","2026-02-07 16:00:00","2026-02-07 09:22:28","Kho trong - BKD","South East","ANH SON","2T","DRY, FRESH",97.00009166666668,70.99359999999999,97.00009166666668,1.4198719999999998,11.640011000000001
"DI0186663","2026-02-06","2026-02-07 16:00:00","2026-02-07 12:25:09","Kho ngoài - BKD","Ho Chi Minh","ANH SON","2T","DRY",89.24995,65.5987,89.24995,1.3119739999999998,10.709994
"DI0186664","2026-02-06","2026-02-07 16:00:00","2026-02-07 15:12:06","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY",100,100,99.7733,2.001188,11.972796
"DI0186665","2026-02-06","2026-02-07 16:00:00","2026-02-07 13:52:09","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY",100,79.6964,100,1.593928,12.581987999999999
"DI0186666","2026-02-06","2026-02-07 16:00:00","2026-02-07 16:00:00","Kho ngoài - BKD","Ho Chi Minh","ANH SON","2T","DRY",94.66663333333332,46.515,94.66663333333332,0.9303,11.359995999999999
"DI0186667","2026-02-06","2026-02-07 16:00:00","2026-02-07 13:30:27","Kho ngoài - BKD","Ho Chi Minh","ANH SON","2T","DRY",100,61.8348,100,1.236696,12.143996999999999
"DI0186669","2026-02-06","2026-02-07 16:00:00","2026-02-07 13:52:50","Kho ngoài - BKD","Ho Chi Minh","ANH SON","2T","DRY",100,42.222300000000004,100,0.844446,12.393994999999999
"DI0186423","2026-02-06","2026-02-07 17:00:00","2026-02-07 09:58:17","Kho trong - BKD","Mekong 1","THANH AN","8T","DRY, TET",73.01871250000002,46.7945875,73.01871250000002,2.810319,22.869988000000006
"DI0186424","2026-02-06","2026-02-07 17:00:00","2026-02-07 07:43:37","Kho trong - BKD","Mekong 1","THANH AN","5T","DRY, FRESH",100,100,100,4.0225349999999995,29.816618000000002
"DI0186501","2026-02-06","2026-02-07 17:00:00","2026-02-07 08:04:45","Kho trong - BKD","Mekong 2","NGUYEN PHAT","5T","DRY, FRESH",90.4254772727273,45.00234000000001,90.4254772727273,2.2501170000000004,19.893605000000008
"DI0186502","2026-02-06","2026-02-07 17:00:00","2026-02-08 09:35:32","Kho trong - BKD","Mekong 2","NGUYEN PHAT","5T","DRY",100,61.40421999999999,100,3.070210999999999,23.476042000000003
"DI0186503","2026-02-06","2026-02-07 17:00:00","2026-02-08 07:43:22","Kho trong - BKD","Mekong 2","NGUYEN PHAT","5T","DRY, FRESH",100,100,100,5.182015999999996,41.517788
"DI0186504","2026-02-06","2026-02-07 17:00:00","2026-02-07 08:32:41","Kho trong - BKD","Mekong 2","NGUYEN PHAT","5T","DRY, FRESH",15.345454545454544,5.990720000000001,15.345454545454544,0.2995360000000001,3.376
"DI0186559","2026-02-06","2026-02-07 17:00:00","2026-02-07 10:36:15","Kho trong - BKD","South East","ANH SON","2T","DRY, FRESH, TET",91.88294999999998,91.88294999999998,85.25835000000002,1.054029,11.133002000000001
"DI0186560","2026-02-06","2026-02-07 17:00:00","2026-02-07 14:55:30","Kho trong - BKD","South East","ANH SON","11T","DRY",100,100,100,3.730279,39.287006
"DI0186561","2026-02-06","2026-02-07 17:00:00","2026-02-07 14:57:44","Kho trong - BKD","South East","ANH SON","5T","DRY, FRESH",100,100,100,2.6674589999999996,25.78761500000001
"DI0186566","2026-02-06","2026-02-07 17:00:00","2026-02-07 09:58:28","Kho trong - NKD","North East - North West","TLL","5T","DRY, FRESH",85.76133181818182,40.44529999999999,85.76133181818182,2.0222649999999995,18.867493
"DI0186567","2026-02-06","2026-02-07 17:00:00","2026-02-07 09:09:38","Kho trong - NKD","North East - North West","TLL","8T","DRY",38.429989189189186,22.391849999999998,38.429989189189186,1.791348,14.219096
"DI0186568","2026-02-06","2026-02-07 17:00:00","2026-02-07 17:14:33","Kho trong - NKD","North East - North West","TLL","3.5T","DRY, FRESH",100,69.04920000000001,100,2.4167220000000005,17.771767999999998
"DI0186577","2026-02-06","2026-02-07 17:00:00","2026-02-07 14:05:12","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","POSM, DRY",100,87.13015000000001,100,1.7426030000000003,12.118804
"DI0186580","2026-02-06","2026-02-07 17:00:00","2026-02-07 10:09:54","Kho trong - BKD","Ho Chi Minh","ANH SON","2T","DRY, TET",100,72.44905,100,1.4489809999999999,12.671995
"DI0186584","2026-02-06","2026-02-07 17:00:00","2026-02-07 11:45:33","Kho trong - BKD","South East","ANH SON","2T","DRY, FRESH",97.60840833333337,78.47150000000002,97.60840833333337,1.5694300000000005,11.713009000000005
"DI0186594","2026-02-06","2026-02-07 17:00:00","2026-02-07 16:45:27","Kho trong - NKD","Ha Noi","HDA","11T","DRY",1.380857142857143,1.195090909090909,1.380857142857143,0.13146,0.57996
"DI0186595","2026-02-06","2026-02-07 17:00:00","2026-02-07 10:24:27","Kho trong - NKD","North Central Coast","HDA","11T","DRY, FRESH, TET",82.42198095238092,48.644845454545454,82.42198095238092,4.401662999999999,33.98719199999999
"DI0186596","2026-02-06","2026-02-07 17:00:00","2026-02-07 16:57:07","Kho trong - NKD","North Central Coast","HDA","8T","DRY, FRESH, TET",100,100,100,3.425736,28.612000000000002
"DI0186597","2026-02-06","2026-02-07 17:00:00","2026-02-07 16:46:22","Kho trong - NKD","North East - North West","HDA","11T","DRY, FRESH",100,100,100,3.335927,27.990720000000007
"DI0186598","2026-02-06","2026-02-07 17:00:00","2026-02-07 11:37:09","Kho trong - NKD","Ha Noi","HDA","11T","DRY",89.11748571428572,43.42961818181818,89.11748571428572,4.777258,37.429344
"DI0186599","2026-02-06","2026-02-07 17:00:00","2026-02-07 11:46:52","Kho trong - NKD","Ha Noi","HDA","5T","DRY",87.59345454545455,51.79178,87.59345454545455,2.589589,19.27056
"DI0186600","2026-02-06","2026-02-07 17:00:00","2026-02-07 16:57:07","Kho ngoài - NKD","Ha Noi","HDA","3.5T","DRY",100,66.86994285714287,100,2.3404480000000003,18.215998
"DI0186601","2026-02-06","2026-02-07 17:00:00","2026-02-07 07:44:15","Kho trong - NKD","Ha Noi","HDA","5T","DRY, FRESH",75.66294545454546,32.48098,75.66294545454546,1.6240489999999999,16.645848
"DI0186602","2026-02-06","2026-02-07 17:00:00","2026-02-07 07:56:22","Kho trong - NKD","North Central Coast","HDA","11T","DRY, FRESH",96.79111111111114,39.32591818181818,96.79111111111114,4.325851,43.55600000000001
"DI0186604","2026-02-06","2026-02-07 17:00:00","2026-02-07 09:21:05","Kho trong - NKD","North East - North West","HDA","11T","DRY, FRESH",32.004000000000005,13.603136363636365,32.004000000000005,1.496345,13.441680000000002
"DI0186605","2026-02-06","2026-02-07 17:00:00","2026-02-07 10:18:48","Kho trong - NKD","Ha Noi","HDA","2.5T","DRY",100,100,100,1.104354,7.832184
"DI0186607","2026-02-06","2026-02-07 17:00:00","2026-02-07 09:42:15","Kho trong - NKD","North East - North West","HDA","5T","DRY, FRESH",100,100,100,2.4520500000000003,22.13087199999999
"DI0186608","2026-02-06","2026-02-07 17:00:00","2026-02-07 15:44:29","Kho ngoài - NKD","Ha Noi","HDA","3.5T","DRY",72.29411764705883,44.42891428571429,72.29411764705883,1.555012,12.290000000000001
"DI0186609","2026-02-06","2026-02-07 17:00:00","2026-02-07 11:01:29","Kho trong - NKD","Ha Noi","HDA","8T","DRY, FRESH",49.346925000000006,43.21413749999999,49.346925000000006,1.784339,16.591016
"DI0186610","2026-02-06","2026-02-07 17:00:00","2026-02-07 16:28:30","Kho ngoài - NKD","North Central Coast","HDA","11T","DRY",100,86.21570909090907,100,5.891256000000001,42.999248
"DI0186611","2026-02-06","2026-02-07 17:00:00","2026-02-08 20:42:06","Kho trong - NKD","North Central Coast","HDA","5T","DRY, FRESH",83.16650909090912,32.6659,83.16650909090912,1.633295,18.296632000000006
"DI0186612","2026-02-06","2026-02-07 17:00:00","2026-02-07 16:56:45","Kho ngoài - NKD","North Central Coast","HDA","11T","DRY, TET",45.05000238095237,26.119418181818176,45.05000238095237,2.8731359999999997,18.921000999999997
"DI0186613","2026-02-06","2026-02-07 17:00:00","2026-02-07 10:59:35","Kho trong - NKD","North Central Coast","HDA","11T","DRY, FRESH",50.51744761904762,25.550363636363638,50.51744761904762,1.8295390000000002,20.400328000000002
"DI0186614","2026-02-06","2026-02-07 17:00:00","2026-02-07 10:45:50","Kho ngoài - NKD","Ha Noi","HDA","1.4T","DRY",84.01250000000002,58.967214285714284,84.01250000000002,0.825541,6.721000000000001
"DI0186615","2026-02-06","2026-02-07 17:00:00","2026-02-07 16:47:47","Kho trong - NKD","Ha Noi","HDA","8T","DRY, FRESH",45.61375000000001,15.506849999999996,45.61375000000001,1.2405479999999998,14.596400000000003
"DI0186616","2026-02-06","2026-02-07 17:00:00","2026-02-07 09:46:37","Kho trong - NKD","Ha Noi","HDA","1.4T","DRY, FRESH",89.7561,40.56528571428572,89.7561,0.567914,7.180488
"DI0186617","2026-02-06","2026-02-07 17:00:00","2026-02-07 16:46:03","Kho trong - NKD","North East - North West","HDA","5T","TET",73.4905,73.4905,-32.97727272727273,1.387125,12.825
"DI0186618","2026-02-06","2026-02-07 17:00:00","2026-02-07 08:07:28","Kho trong - NKD","North Central Coast","HDA","5T","DRY, FRESH",94.54378181818183,85.39086000000003,94.54378181818183,2.3012829999999993,19.093608000000003
"DI0186619","2026-02-06","2026-02-07 17:00:00","2026-02-07 15:15:36","Kho ngoài - NKD","North East - North West","HDA","11T","DRY",100,100,100,3.4169959999999997,27.436
"DI0186620","2026-02-06","2026-02-07 17:00:00","2026-02-07 14:56:14","Kho trong - NKD","North East - North West","HDA","11T","DRY",66.47219047619049,31.42073636363637,66.47219047619049,3.4562810000000006,27.91832
"DI0186621","2026-02-06","2026-02-07 17:00:00","2026-02-07 07:53:44","Kho trong - NKD","North Central Coast","HDA","11T","DRY, TET",100,59.70950909090907,100,6.568045999999998,45.96348799999999
"DI0186622","2026-02-06","2026-02-07 17:00:00","2026-02-07 08:39:39","Kho trong - NKD","North East - North West","HDA","11T","DRY",66.35469523809523,50.88451818181818,66.35469523809523,3.633272999999999,27.452972000000003
"DI0186623","2026-02-06","2026-02-07 17:00:00","2026-02-07 09:07:38","Kho trong - NKD","North East - North West","HDA","5T","DRY, FRESH, TET",90.34436363636367,32.708960000000005,90.34436363636367,1.6354480000000002,19.875760000000007
"DI0186624","2026-02-06","2026-02-07 17:00:00","2026-02-07 16:57:07","Kho trong - NKD","Ha Noi","HDA","11T","DRY, FRESH",85.65450909090907,85.65450909090907,76.6404761904762,2.832044,28.285000000000007
"DI0186625","2026-02-06","2026-02-07 17:00:00","2026-02-07 16:29:48","Kho ngoài - NKD","North Central Coast","HDA","11T","DRY",84.04761666666666,48.49909090909091,84.04761666666666,5.3349,35.299999
"DI0186626","2026-02-06","2026-02-07 17:00:00","2026-02-07 10:16:36","Kho trong - NKD","North Central Coast","HDA","11T","DRY",100,52.38651818181818,100,5.762517,45.03716
"DI0186627","2026-02-06","2026-02-07 17:00:00","2026-02-07 15:52:23","Kho trong - NKD","Ha Noi","HDA","5T","DRY",100,62.48682,100,3.124341,22.596207999999997
"DI0186628","2026-02-06","2026-02-07 17:00:00","2026-02-07 10:08:31","Kho trong - NKD","Ha Noi","HDA","1.4T","POSM, DRY, FRESH",100,74.59657142857142,100,1.044352,10.666146
"DI0186629","2026-02-06","2026-02-07 17:00:00","2026-02-07 12:48:01","Kho trong - NKD","Ha Noi","HDA","1.4T","DRY",69.75,50.44114285714286,69.75,0.7061759999999999,5.58
"DI0186630","2026-02-06","2026-02-07 17:00:00","2026-02-07 08:16:19","Kho trong - NKD","Ha Noi","HDA","11T","DRY, FRESH",64.55718095238096,23.915545454545448,64.55718095238096,2.630709999999999,27.114016000000007
"DI0186631","2026-02-06","2026-02-07 17:00:00","2026-02-07 14:35:49","Kho trong - NKD","Ha Noi","HDA","2.5T","DRY",61.306692307692295,46.33692,61.306692307692295,1.158423,7.9698699999999985
"DI0186633","2026-02-06","2026-02-07 17:00:00","2026-02-07 11:44:31","Kho trong - NKD","Ha Noi","HDA","3.5T","DRY, FRESH",100,49.165885714285714,100,1.720806,19.356600000000004
"DI0186634","2026-02-06","2026-02-07 17:00:00","2026-02-07 16:23:40","Kho trong - NKD","Ha Noi","HDA","11T","DRY",100,59.562872727272726,100,6.551915999999999,44.69964200000001
"DI0186635","2026-02-06","2026-02-07 17:00:00","2026-02-07 11:09:13","Kho trong - NKD","Ha Noi","HDA","11T","DRY",100,100,100,2.403593,19.359
"DI0186636","2026-02-06","2026-02-07 17:00:00","2026-02-07 11:15:04","Kho trong - NKD","North East - North West","HDA","5T","DRY",89.61112727272727,56.52531999999999,89.61112727272727,2.8262659999999995,19.714448
"DI0186637","2026-02-06","2026-02-07 17:00:00","2026-02-07 13:53:17","Kho ngoài - NKD","Ha Noi","HDA","1.4T","DRY",100,100,100,0.9042180000000002,7.519904
"DI0186638","2026-02-06","2026-02-07 17:00:00","2026-02-07 15:58:06","Kho ngoài - NKD","Ha Noi","HDA","2.5T","DRY",100,100,100,2.5147779999999997,14.503836
"DI0186639","2026-02-06","2026-02-07 17:00:00","2026-02-07 06:42:32","Kho trong - NKD","Ha Noi","HDA","5T","DRY, FRESH",100,43.58046,100,2.179023,22.745
"DI0186640","2026-02-06","2026-02-07 17:00:00","2026-02-07 16:48:02","Kho ngoài - NKD","Ha Noi","HDA","5T","DRY",75.70002272727274,42.53892,75.70002272727274,2.126946,16.654005
"DI0186641","2026-02-06","2026-02-07 17:00:00","2026-02-07 08:31:49","Kho trong - NKD","Ha Noi","HDA","5T","DRY, FRESH",100,100,98.11687272727276,1.8020620000000003,18.753712000000007
"DI0186649","2026-02-06","2026-02-07 17:00:00","2026-02-07 09:44:00","Kho trong - BKD","South East","ANH SON","11T","DRY",88.76063095238095,46.680400000000006,88.76063095238095,5.134844,37.279465
"DI0186662","1970-01-01","2026-02-07 17:00:00","2026-02-07 08:26:12","Kho trong - BKD","Mekong 2","NGUYEN PHAT","5T","DRY",19.459095454545455,10.96256,19.459095454545455,0.548128,4.281001
